sleep_schedule_diff,wakeup_schedule_diff,cleanliness_diff,study_hours_diff,noise_tolerance_diff,room_temperature_diff,social_energy_diff,spending_habit_diff,guest_frequency_diff,gaming_time_diff,food_preference_similarity,music_preference_similarity,study_style_similarity,communication_style_similarity,organization_similarity,workout_routine_similarity,hobby_similarity,academic_goal_similarity,room_usage_similarity,weekend_activity_similarity,gamer_vs_light_sleeper,extrovert_vs_introvert_conflict,messy_vs_clean_conflict,nightowl_vs_earlybird_conflict,loud_music_vs_noise_sensitive,guest_heavy_vs_private_person,high_spender_vs_budget_person,group_study_vs_solo_study,fitness_focused_vs_irregular,emotional_expressive_vs_reserved,compatibility_score,compatibility_label
0.73,0.65,0.84,0.35,0.55,0.18,0.38,0.41,0.21,0.54,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0.00,1
0.37,0.56,0.74,0.56,0.75,0.56,0.18,0.37,0.47,0.52,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,21.61,2
0.42,0.55,0.66,0.09,0.78,0.42,0.19,0.13,0.46,0.18,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,36.51,2
0.32,0.57,0.28,0.55,0.13,0.31,0.35,0.57,0.62,0.33,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,78.23,4
0.77,0.10,0.75,0.07,0.45,0.19,0.82,0.26,0.38,0.33,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,77.30,4
0.42,0.36,0.70,0.05,0.46,0.07,0.31,0.46,0.08,0.30,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,60.84,4
0.44,0.46,0.48,0.58,0.07,0.33,0.32,0.35,0.55,0.44,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,67.16,4
0.79,0.79,0.26,0.21,0.30,0.07,0.46,0.69,0.50,0.04,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,36.17,2
0.31,0.72,0.45,0.28,0.74,0.27,0.38,0.42,0.07,0.49,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,46.72,3
0.51,0.50,0.68,0.11,0.30,0.69,0.17,0.28,0.48,0.71,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,38.50,2
0.30,0.62,0.82,0.33,0.31,0.19,0.41,0.76,0.33,0.28,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,43.80,3
0.54,0.41,0.79,0.28,0.66,0.19,0.52,0.48,0.74,0.27,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,34.79,2
0.83,0.30,0.70,0.26,0.18,0.02,0.21,0.42,0.46,0.63,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0.98,1
0.59,0.24,0.95,0.41,0.50,0.21,0.29,0.54,0.23,0.08,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,26.10,2
0.30,0.60,0.40,0.59,0.69,0.28,0.56,0.63,0.06,0.06,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,80.53,5
0.74,0.23,0.23,0.64,0.78,0.19,0.45,0.17,0.28,0.17,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,47.22,3
0.72,0.59,0.82,0.17,0.72,0.14,0.78,0.40,0.35,0.11,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,19.49,1
0.16,0.42,0.16,0.20,0.41,0.03,0.55,0.20,0.18,0.25,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,76.51,4
0.34,0.45,0.15,0.20,0.18,0.66,0.80,0.38,0.42,0.41,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,39.95,2
0.26,0.52,0.77,0.18,0.81,0.03,0.55,0.04,0.62,0.55,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,30.05,2
0.31,0.34,0.63,0.68,0.29,0.61,0.68,0.38,0.47,0.54,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,24.99,2
0.69,0.41,0.82,0.28,0.28,0.28,0.64,0.26,0.09,0.35,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,52.45,3
0.59,0.39,0.30,0.06,0.17,0.15,0.44,0.53,0.61,0.13,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,57.19,3
0.51,0.41,0.84,0.43,0.52,0.04,0.50,0.25,0.36,0.21,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,55.41,3
0.57,0.63,0.18,0.17,0.55,0.09,0.40,0.41,0.40,0.51,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,63.18,4
0.26,0.55,0.38,0.30,0.38,0.14,0.49,0.59,0.32,0.36,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,47.83,3
0.75,0.45,0.40,0.34,0.83,0.14,0.46,0.32,0.54,0.60,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,15.96,1
0.41,0.15,0.31,0.50,0.58,0.24,0.21,0.03,0.76,0.34,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,89.01,5
0.54,0.64,0.28,0.48,0.17,0.37,0.59,0.54,0.24,0.39,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,58.97,3
0.24,0.43,0.46,0.30,0.80,0.01,0.27,0.69,0.63,0.14,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,25.59,2
0.12,0.38,0.37,0.25,0.62,0.33,0.69,0.49,0.55,0.37,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,46.73,3
0.62,0.23,0.60,0.29,0.41,0.26,0.78,0.20,0.27,0.63,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,67.98,4
0.23,0.52,0.13,0.38,0.62,0.21,0.15,0.70,0.72,0.27,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,96.13,5
0.40,0.24,0.66,0.61,0.25,0.23,0.79,0.36,0.10,0.16,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,54.78,3
0.19,0.82,0.81,0.30,0.30,0.41,0.71,0.35,0.53,0.36,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,85.02,5
0.46,0.25,0.84,0.47,0.32,0.23,0.61,0.65,0.32,0.25,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0.00,1
0.07,0.34,0.60,0.55,0.46,0.32,0.68,0.07,0.27,0.07,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,75.33,4
0.48,0.71,0.44,0.06,0.47,0.40,0.12,0.40,0.56,0.23,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,70.38,4
0.19,0.56,0.73,0.13,0.94,0.51,0.67,0.68,0.21,0.24,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,29.51,2
0.25,0.43,0.67,0.08,0.56,0.29,0.59,0.51,0.20,0.57,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,33.87,2
0.76,0.29,0.31,0.21,0.47,0.36,0.92,0.48,0.41,0.15,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,69.39,4
0.40,0.62,0.76,0.42,0.72,0.51,0.53,0.39,0.35,0.23,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,23.71,2
0.45,0.29,0.70,0.09,0.20,0.53,0.20,0.01,0.24,0.58,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,53.13,3
0.30,0.62,0.57,0.31,0.45,0.11,0.46,0.37,0.74,0.37,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,32.97,2
0.59,0.60,0.59,0.20,0.17,0.08,0.72,0.29,0.14,0.17,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,83.04,5
0.34,0.49,0.64,0.17,0.91,0.07,0.57,0.36,0.36,0.03,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,71.15,4
0.78,0.30,0.69,0.48,0.72,0.27,0.31,0.13,0.22,0.58,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,3.48,1
0.67,0.46,0.66,0.42,0.67,0.23,0.72,0.33,0.52,0.18,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,22.71,2
0.68,0.56,0.19,0.07,0.46,0.16,0.34,0.63,0.38,0.40,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,30.82,2
0.36,0.53,0.26,0.36,0.77,0.24,0.78,0.74,0.45,0.32,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0.00,1
0.93,0.39,0.40,0.45,0.33,0.28,0.71,0.18,0.49,0.80,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0.00,1
0.09,0.73,0.31,0.02,0.11,0.68,0.21,0.76,0.67,0.57,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,78.58,4
0.79,0.24,0.41,0.67,0.25,0.27,0.71,0.52,0.55,0.22,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,16.01,1
0.17,0.43,0.36,0.56,0.39,0.12,0.34,0.65,0.40,0.27,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,46.05,3
0.42,0.64,0.58,0.29,0.77,0.18,0.59,0.31,0.42,0.11,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,19.48,1
0.88,0.41,0.56,0.38,0.22,0.47,0.44,0.37,0.46,0.40,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,3.15,1
0.56,0.20,0.22,0.21,0.80,0.19,0.82,0.31,0.53,0.14,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,24.49,2
0.39,0.58,0.50,0.68,0.42,0.32,0.53,0.57,0.45,0.40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,57.55,3
0.53,0.32,0.50,0.03,0.35,0.14,0.56,0.29,0.36,0.02,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,17.67,1
0.69,0.45,0.25,0.27,0.79,0.09,0.68,0.22,0.79,0.30,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0.00,1
0.36,0.44,0.27,0.10,0.58,0.28,0.40,0.80,0.45,0.44,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0.00,1
0.49,0.36,0.91,0.42,0.59,0.02,0.37,0.21,0.05,0.34,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0.00,1
0.89,0.65,0.70,0.13,0.28,0.10,0.53,0.38,0.15,0.20,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,42.66,3
0.10,0.28,0.77,0.26,0.62,0.41,0.52,0.44,0.78,0.07,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,34.32,2
0.21,0.22,0.03,0.25,0.52,0.29,0.82,0.38,0.75,0.41,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,53.66,3
0.56,0.21,0.59,0.06,0.41,0.07,0.52,0.70,0.25,0.02,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,69.18,4
0.67,0.48,0.46,0.33,0.74,0.32,0.78,0.85,0.29,0.45,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,59.65,3
0.29,0.11,0.33,0.76,0.91,0.38,0.90,0.13,0.18,0.17,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0.00,1
0.18,0.44,0.13,0.35,0.54,0.23,0.37,0.88,0.25,0.19,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,51.37,3
0.47,0.59,0.59,0.34,0.84,0.43,0.25,0.35,0.03,0.01,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,69.72,4
0.40,0.55,0.60,0.41,0.27,0.19,0.51,0.35,0.78,0.44,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,25.43,2
0.76,0.20,0.45,0.13,0.44,0.38,0.24,0.42,0.57,0.14,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.87,5
0.53,0.43,0.54,0.21,0.68,0.21,0.45,0.39,0.40,0.11,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,74.62,4
0.14,0.59,0.15,0.46,0.85,0.41,0.29,0.37,0.73,0.53,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,80.64,5
0.22,0.60,0.59,0.63,0.48,0.02,0.55,0.55,0.18,0.72,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,65.56,4
0.42,0.56,0.34,0.43,0.33,0.11,0.39,0.65,0.49,0.34,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,62.40,4
0.15,0.20,0.90,0.29,0.45,0.10,0.30,0.39,0.12,0.31,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,52.64,3
0.78,0.51,0.56,0.42,0.33,0.08,0.42,0.15,0.10,0.07,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,54.40,3
0.32,0.59,0.71,0.44,0.61,0.59,0.73,0.20,0.13,0.13,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,33.80,2
0.47,0.67,0.63,0.28,0.82,0.32,0.35,0.51,0.06,0.33,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,72.75,4
0.15,0.16,0.23,0.11,0.59,0.44,0.73,0.32,0.65,0.27,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,70.44,4
0.45,0.79,0.65,0.41,0.58,0.04,0.65,0.66,0.29,0.41,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,68.02,4
0.54,0.61,0.47,0.22,0.47,0.09,0.10,0.50,0.47,0.70,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,46.95,3
0.44,0.30,0.37,0.16,0.74,0.19,0.67,0.33,0.44,0.18,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,36.92,2
0.23,0.52,0.45,0.35,0.17,0.44,0.69,0.67,0.41,0.18,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,76.58,4
0.25,0.24,0.49,0.42,0.48,0.28,0.72,0.35,0.59,0.02,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,65.48,4
0.40,0.76,0.63,0.61,0.17,0.27,0.63,0.60,0.53,0.17,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,53.04,3
0.59,0.67,0.39,0.38,0.48,0.04,0.65,0.10,0.28,0.56,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,23.72,2
0.11,0.36,0.72,0.24,0.45,0.11,0.27,0.53,0.48,0.20,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,34.04,2
0.17,0.80,0.58,0.52,0.71,0.38,0.68,0.16,0.41,0.08,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,42.30,3
0.14,0.25,0.47,0.51,0.85,0.53,0.39,0.42,0.73,0.24,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,65.89,4
0.16,0.71,0.17,0.36,0.55,0.32,0.08,0.10,0.42,0.06,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,75.46,4
0.26,0.49,0.17,0.16,0.48,0.10,0.22,0.13,0.39,0.21,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,80.10,5
0.17,0.13,0.85,0.23,0.31,0.15,0.50,0.67,0.32,0.48,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,71.34,4
0.44,0.49,0.60,0.41,0.72,0.14,0.62,0.45,0.44,0.07,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0.00,1
0.22,0.61,0.50,0.36,0.52,0.16,0.19,0.69,0.15,0.40,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,84.60,5
0.37,0.48,0.73,0.18,0.72,0.39,0.38,0.22,0.60,0.46,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,26.25,2
0.67,0.03,0.60,0.38,0.46,0.16,0.37,0.14,0.84,0.01,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,66.93,4
0.24,0.19,0.23,0.36,0.36,0.05,0.53,0.16,0.41,0.64,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,55.03,3
0.45,0.46,0.65,0.32,0.34,0.45,0.75,0.45,0.32,0.40,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,28.19,2
0.26,0.25,0.62,0.18,0.12,0.19,0.59,0.61,0.49,0.55,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,37.53,2
0.55,0.46,0.31,0.11,0.34,0.26,0.59,0.30,0.25,0.28,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,98.01,5
0.47,0.32,0.49,0.81,0.25,0.31,0.57,0.70,0.21,0.32,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,50.36,3
0.20,0.38,0.82,0.42,0.45,0.40,0.47,0.47,0.52,0.32,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,46.01,3
0.28,0.13,0.67,0.13,0.35,0.28,0.13,0.13,0.23,0.13,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,65.54,4
0.58,0.38,0.59,0.15,0.46,0.11,0.84,0.46,0.24,0.32,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,34.71,2
0.34,0.37,0.87,0.35,0.69,0.51,0.54,0.16,0.30,0.10,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,78.53,4
0.60,0.30,0.46,0.31,0.50,0.08,0.34,0.45,0.28,0.18,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,2.98,1
0.58,0.55,0.12,0.47,0.17,0.38,0.43,0.19,0.34,0.17,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,77.70,4
0.23,0.34,0.52,0.12,0.37,0.03,0.48,0.13,0.54,0.44,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,74.97,4
0.15,0.42,0.06,0.64,0.83,0.14,0.79,0.28,0.31,0.26,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,61.98,4
0.48,0.21,0.31,0.37,0.27,0.18,0.32,0.16,0.55,0.09,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,72.45,4
0.52,0.26,0.78,0.42,0.23,0.30,0.29,0.34,0.39,0.10,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,28.32,2
0.54,0.77,0.54,0.24,0.47,0.14,0.26,0.55,0.57,0.38,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,71.22,4
0.78,0.90,0.23,0.31,0.51,0.10,0.61,0.43,0.67,0.08,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,15.61,1
0.43,0.21,0.74,0.26,0.34,0.18,0.50,0.51,0.31,0.43,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,67.39,4
0.48,0.17,0.67,0.58,0.45,0.07,0.63,0.57,0.29,0.72,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,67.95,4
0.40,0.64,0.07,0.59,0.16,0.27,0.35,0.53,0.14,0.49,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,61.85,4
0.45,0.40,0.81,0.45,0.51,0.36,0.93,0.67,0.51,0.23,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0.00,1
0.22,0.50,0.27,0.53,0.69,0.14,0.68,0.08,0.52,0.28,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,71.89,4
0.57,0.37,0.56,0.30,0.11,0.49,0.10,0.24,0.63,0.56,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,42.76,3
0.13,0.63,0.26,0.57,0.23,0.06,0.45,0.72,0.08,0.17,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,57.39,3
0.51,0.08,0.66,0.52,0.45,0.30,0.41,0.36,0.42,0.19,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,61.49,4
0.67,0.53,0.66,0.16,0.48,0.00,0.07,0.35,0.53,0.12,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,69.01,4
0.17,0.07,0.58,0.68,0.45,0.46,0.29,0.30,0.38,0.17,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,67.67,4
0.64,0.22,0.72,0.47,0.46,0.47,0.38,0.24,0.19,0.05,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,69.04,4
0.70,0.37,0.69,0.71,0.09,0.20,0.51,0.51,0.40,0.26,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,42.22,3
0.40,0.45,0.72,0.12,0.76,0.14,0.39,0.31,0.04,0.38,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,6.04,1
0.15,0.30,0.55,0.47,0.33,0.42,0.41,0.28,0.23,0.14,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,63.56,4
0.64,0.19,0.73,0.17,0.31,0.29,0.40,0.44,0.24,0.13,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,5.68,1
0.45,0.66,0.42,0.29,0.11,0.23,0.60,0.17,0.47,0.34,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,61.64,4
0.75,0.72,0.78,0.21,0.50,0.57,0.22,0.13,0.06,0.56,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,50.98,3
0.16,0.36,0.49,0.51,0.69,0.37,0.22,0.80,0.31,0.38,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,82.45,5
0.40,0.20,0.37,0.38,0.59,0.23,0.40,0.16,0.32,0.23,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0.00,1
0.63,0.13,0.59,0.68,0.67,0.25,0.07,0.44,0.32,0.42,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,11.48,1
0.28,0.48,0.14,0.14,0.07,0.18,0.28,0.12,0.36,0.56,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,92.46,5
0.22,0.70,0.23,0.58,0.44,0.12,0.61,0.05,0.22,0.35,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,85.02,5
0.86,0.24,0.10,0.07,0.46,0.29,0.81,0.62,0.11,0.24,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,72.28,4
0.37,0.46,0.29,0.35,0.15,0.80,0.36,0.21,0.74,0.26,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,28.63,2
0.08,0.33,0.56,0.14,0.77,0.04,0.35,0.86,0.41,0.25,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,79.50,4
0.22,0.25,0.10,0.15,0.55,0.69,0.86,0.83,0.35,0.13,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,26.74,2
0.07,0.32,0.36,0.07,0.82,0.44,0.84,0.20,0.30,0.37,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,8.71,1
0.38,0.66,0.77,0.31,0.55,0.05,0.81,0.29,0.18,0.07,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,42.14,3
0.30,0.68,0.55,0.35,0.55,0.16,0.40,0.60,0.40,0.22,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,36.77,2
0.70,0.19,0.87,0.60,0.52,0.31,0.10,0.63,0.18,0.12,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,52.84,3
0.89,0.18,0.17,0.33,0.51,0.06,0.07,0.45,0.20,0.51,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,53.53,3
0.29,0.46,0.72,0.31,0.39,0.08,0.79,0.51,0.12,0.66,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,16.41,1
0.20,0.51,0.50,0.49,0.87,0.20,0.60,0.26,0.80,0.13,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,46.21,3
0.21,0.34,0.45,0.38,0.08,0.39,0.32,0.33,0.22,0.19,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,81.29,5
0.62,0.42,0.60,0.42,0.52,0.06,0.54,0.21,0.13,0.25,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,38.16,2
0.50,0.14,0.27,0.32,0.74,0.15,0.54,0.50,0.43,0.24,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,83.55,5
0.65,0.45,0.78,0.27,0.79,0.11,0.37,0.61,0.11,0.05,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0.00,1
0.52,0.43,0.75,0.35,0.25,0.09,0.72,0.45,0.07,0.27,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0.00,1
0.42,0.57,0.33,0.10,0.55,0.22,0.35,0.19,0.17,0.18,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,38.75,2
0.29,0.43,0.72,0.57,0.52,0.07,0.46,0.24,0.08,0.83,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,68.70,4
0.16,0.64,0.67,0.29,0.73,0.11,0.05,0.83,0.17,0.24,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,46.14,3
0.31,0.56,0.83,0.28,0.43,0.47,0.17,0.31,0.14,0.35,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,68.06,4
0.43,0.66,0.65,0.06,0.74,0.04,0.58,0.48,0.20,0.09,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,42.05,3
